entity_id,company,sector,subsector,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,other_investors,robotnik_notes,source,source_status,total_raised_m,public_market_link,related_tickers
constellr,constellr,Space,Earth Observation,Series A,venture,44,,2026-02-10,10-Feb-26,Feb-26,1Q26,2026,Germany,Multiple,,Thermal infrared satellite constellation for precision agriculture and water stress monitoring.,https://www.constellr.com/article/constellr-secures-eu37-million-series-a-funding-to-deliver-defence-grade-thermal-intelligence,verified,,,
cerebras-systems,Cerebras Systems,Semiconductors,Fabless Design,Series H,venture,1000.0,23000.0,2026-02-04,04-Feb-26,Feb-26,1Q26,2026,"USA (Sunnyvale, CA)",Tiger Global,"Benchmark, Fidelity Management & Research, AMD, Coatue, Atreides Management, Alpha Wave Global, Altimeter Capital, 1789 Capital","Wafer-scale AI chip company building the CS-3 processor for training and inference. $1B Series H from Tiger Global pushes valuation significantly higher. Competes with NVIDIA (NVDA), AMD (AMD), and Google (GOOGL) TPU. Watch for hyperscaler deployment announcements and IPO timeline.",https://www.cerebras.ai/press-release/cerebras-systems-raises-usd1-billion-series-h,verified,1000.0,,NVDA;AMD;GOOGL
bedrock-robotics,Bedrock Robotics,Robotics,Industrial Robots,Series B,venture,270.0,1750.0,2026-02-04,04-Feb-26,Feb-26,1Q26,2026,"USA (San Francisco, CA)","CapitalG, Valor Atreides AI Fund","Xora, 8VC, Eclipse, Emergence Capital, Perry Creek Capital, NVentures (NVIDIA), Tishman Speyer, MIT, Georgian, Incharge Capital, C4 Ventures","Autonomous-construction startup founded by ex-Waymo engineers. Builds the Bedrock Operator retrofit kit that transforms 20-80 ton excavators into autonomous earth-moving machines. $270M Series B co-led by CapitalG and Valor Atreides AI Fund at $1.75B post-money. Investors include NVentures, Xora, 8VC, Eclipse, Emergence, Perry Creek, Tishman Speyer, MIT, Georgian, Incharge, C4 Ventures.",https://www.therobotreport.com/bedrock-robotics-270m-series-b-paves-way-operator-less-excavators/,verified,270.0,,6954 JP;ABBN SW
positron,Positron,Semiconductors,Fabless Design,Series B,venture,230.0,1000.0,2026-02-04,04-Feb-26,Feb-26,1Q26,2026,"USA (Reno, NV)","ARENA Private Wealth, Jump Trading, Unless","Qatar Investment Authority, Arm Holdings, Helena, Valor Equity Partners, Atreides Management, DFJ Growth, Resilience Reserve, Flume Ventures, 1517","Memory-centric AI inference chips (Atlas) targeting <1/3 the power of NVIDIA H100 at comparable performance. $230M Series B at $1B+ valuation; competes with Cerebras/Groq/Tenstorrent on AI inference hardware, NOT photonic compute as previously stored. Memory-bound architecture is the technical bet.",https://techcrunch.com/2026/02/04/exclusive-positron-raises-230m-series-b-to-take-on-nvidias-ai-chips/,verified,230.0,,NVDA
tomorrowio,Tomorrow.io,Space,Earth Observation,Series F,venture,175.0,,2026-02-03,3-Feb-26,Feb-26,1Q26,2026,"USA (Boston, MA)","Stonecourt Capital, HarbourVest",,Weather intelligence company operating proprietary satellite constellation for hyper-local weather prediction. $175M Series F is strong for weather-tech. Competes with traditional weather services and Spire Global (SPIR) in satellite weather. Watch for satellite constellation completion and enterprise analytics revenue growth.,https://www.tomorrow.io/blog/tomorrow-io-announces-175m-financing-to-deploy-deepsky-the-worlds-first-ai-native-weather-satellite-constellation/,verified,175.0,,SPIR
waymo,Waymo,Robotics,Autonomous Systems & Drones,Series D,venture,16000.0,126000.0,2026-02-02,02-Feb-26,Feb-26,1Q26,2026,"USA (Mountain View, CA)","Dragoneer Investment Group, DST Global, Sequoia Capital","Andreessen Horowitz, Mubadala Capital, Bessemer, Silver Lake, Tiger Global, T. Rowe Price, BDT & MSD Partners, CapitalG, Fidelity Management & Research, GV, Kleiner Perkins, Perry Creek Capital, Temasek","Alphabet's autonomous vehicle subsidiary operating commercial robotaxi services. $16B Series D is the largest single autonomous driving raise in history; led by Dragoneer, DST, and Sequoia. Competes with Tesla (TSLA) FSD, Cruise (GM), and Chinese players (Baidu Apollo, Pony.ai). Watch for geographic expansion and revenue trajectory toward profitability.",https://techcrunch.com/2026/02/02/waymo-raises-16-billion-round-to-scale-robotaxi-fleet-london-tokyo/,verified,16000.0,GOOGL,TSLA
konnex,Konnex,Token,Decentralized AI / DePIN,Series A,token,15.0,,2026-01-31,31-Jan-26,Jan-26,1Q26,2026,USA,Cogitent Ventures,"Liquid Capital, Leland Ventures, Covey, LD Capital, M77 Ventures, Block Maven, Framework Ventures",Blockchain/DePIN platform decentralizing autonomous robotic labor via smart contracts and KNX tokens. $15M Series A from Cogitent Ventures positions Konnex closer to Auki Labs/GeodNet (DePIN robotics infrastructure) than to Tulip/PTC connected-worker IoT as previously framed. Niche but on-thesis for the robotics-DePIN intersection.,https://siliconangle.com/2026/01/15/konnex-nabs-15m-decentralize-autonomous-robotic-labor/,verified,15.0,,
waabi,Waabi,Robotics,Autonomous Systems & Drones,Series C,venture,750.0,,2026-01-28,28-Jan-26,Jan-26,1Q26,2026,"Canada (Toronto, ON)","Khosla Ventures, G2 Venture Partners","Uber ($250M milestone-based), NVentures (NVIDIA), Volvo Group Venture Capital, Porsche Automobil Holding, BlackRock, Radical Ventures, ADIA subsidiary, HarbourVest Partners, Incharge Capital","Autonomous trucking company building AI-powered self-driving systems for Class 8 freight. $750M Series C co-led by Khosla and G2 is one of the largest AV raises. Competes with Aurora (AUR), Waymo (GOOGL), and Gatik. Founded by Uber ATG's former chief scientist. Watch for commercial route launches and OEM partnerships.",https://www.cnbc.com/2026/01/28/autonomous-startup-waabi-raises-750-million-to-expand-into-robotaxis.html,verified,750.0,,GOOGL
robco,RobCo,Robotics,Industrial Robots,Series C,venture,100.0,,2026-01-28,28-Jan-26,Jan-26,1Q26,2026,Germany (Munich),"Lightspeed Venture Partners, Lingotto Innovation",,German plug-and-play modular cobot kits aimed at SME manufacturers. $100M Series C co-led by Lightspeed and Lingotto Innovation; Munich HQ with US expansion to SF/Austin. Builds on $42.5M Series B (Feb 2024) and $52M Series B (May 2025).,https://www.rob.co/en-us/company/press/robco-series-c,verified,100.0,,TER;6954 JP
nomagic,Nomagic,Robotics,Warehouse & Logistics,Series B (extension),venture,10.0,,2026-01-28,28-Jan-26,Jan-26,1Q26,2026,Poland (Warsaw),Cogito Capital Partners,,"Polish warehouse robotics company specialising in pick-and-place automation for e-commerce fulfilment. $10M Series B extension is modest but extends runway. Competes with RightHand Robotics, Covariant, and Berkshire Grey. Watch for European e-commerce customer expansion.",https://nomagic.ai/news/nomagic-secures-an-additional-10m-to-accelerate-commercial-growth-and-advance-its-technology-roadmap/,verified,10.0,,
northwood-space,Northwood Space,Space,Ground Systems & Antennas,Series B,venture,100,,2026-01-27,27-Jan-26,Jan-26,1Q26,2026,USA (El Segundo),"Washington Harbour Partners, Andreessen Horowitz",,Next-gen ground station infrastructure for satellite communications + $49.8M Space Force contract.,https://techcrunch.com/2026/01/27/northwood-space-secures-a-100m-series-b-and-a-50m-space-force-contract/,verified,,,
stepfun,StepFun,Robotics,Software & Simulation,Series B,venture,718.0,,2026-01-26,26-Jan-26,Jan-26,1Q26,2026,China (Shanghai),Shanghai SDIC Leading Fund,"China Life Private Equity, Pudong Venture Capital, Xuhui Capital, Wuxi Liangxi Fund, Xiamen ITG Group, Huaqin Technology, Tencent, Qiming Venture Partners, 5Y Capital","Chinese AI lab developing large language and multimodal models. $718M Series B from Shanghai SDIC reflects massive state-backed capital flowing into Chinese AI champions. Competes with Moonshot AI, ByteDance, and Baidu (BIDU) in Chinese foundation model race. Watch for API monetisation and enterprise deployment traction.",https://www.caixinglobal.com/2026-01-26/stepfun-raises-717-million-outpacing-newly-listed-ai-rivals-102408206.html,verified,718.0,,BIDU
ricursive-intelligence,Ricursive Intelligence,Semiconductors,EDA & IP,Series A,venture,300,4000,2026-01-26,26-Jan-26,Jan-26,1Q26,2026,USA (San Francisco),Lightspeed Venture Partners,"NVentures (Nvidia), DST Global, Felicis Ventures","Founded by ex-DeepMind AlphaChip creators, building AI-driven semiconductor design platform that creates a recursive self-improvement cycle where AI designs silicon that powers the next generation of AI.",https://www.datacenterdynamics.com/en/news/ricursive-intelligence-raises-300m-against-4bn-valuation-for-ai-chip-design-platform/,verified,,,
cyclic-materials,Cyclic Materials,Materials,Rare Earths & Critical Minerals,Series C,venture,75,,2026-01-23,23-Jan-26,Jan-26,1Q26,2026,Canada,T. Rowe Price,"Canada Growth Fund, additional existing investors",Second raise — scaling rare earth recycling operations.,https://cyclicmaterials.earth/resources/cyclic-materials-secures-usd-75m-series-c-funding-to-fast-track-local-and-resilient-rare-earths-supply-at-global-scale,verified,,,
neurophos,Neurophos,Semiconductors,Frontier Compute,Series A,venture,110,,2026-01-22,22-Jan-26,Jan-26,1Q26,2026,"USA (Austin, TX)",Gates Frontier,"M12 (Microsoft), Carbon Direct Capital, Aramco Ventures, Bosch Ventures, Tectonic Ventures, Space Capital","Photonic AI accelerator using proprietary micron-scale metamaterial optical modulators (10,000x smaller than existing). Claims 300 TOPS/W, far exceeding GPU baselines. Total funding $118M.",https://techcrunch.com/2026/01/22/from-invisibility-cloaks-to-ai-chips-neurophos-raises-110m-to-build-tiny-optical-processors-for-inferencing/,verified,,,
zipline,Zipline,Robotics,Autonomous Systems & Drones,Series H,venture,600.0,7600.0,2026-01-21,21-Jan-26,Jan-26,1Q26,2026,"USA (South San Francisco, CA)","Fidelity Management & Research Company, Baillie Gifford, Valor Equity Partners, Tiger Global","Fidelity Management & Research, Baillie Gifford, Tiger Global","Series H first close at $7.6B post-money. Lead investors: Fidelity, Baillie Gifford, Valor Equity Partners, Tiger Global. Drone delivery operations expanding to Houston, Phoenix, and Seattle in 2026. Series H extended by $200M in March 2026 (separate row).",https://techcrunch.com/2026/01/21/zipline-charts-drone-delivery-expansion-with-600m-in-new-funding/,verified,600.0,,GOOGL
spinq-technology,SpinQ Technology,Semiconductors,Frontier Compute,Series C,venture,145,,2026-01-21,21-Jan-26,Jan-26,1Q26,2026,China (Shenzhen),Guotai Junan Innovation Investment,"Cornerstone Capital, Sichuan Zhenxing Group",Full-stack quantum solutions provider with superconducting and NMR hardware. Systems deployed in 40 countries. Superconducting business now 65% of revenue with 80% YoY order growth in Q1 2026.,https://thequantuminsider.com/2026/01/21/spinq-closes-series-c-round-as-chinese-quantum-firm-pushes-commercial-expansion/,verified,,,
humans,Humans&,Robotics,Software & Simulation,Seed,venture,480.0,4480.0,2026-01-20,20-Jan-26,Jan-26,1Q26,2026,USA,"NVIDIA, Bezos Expeditions, SV Angel","GV (Google Ventures), Emerson Collective, Georges Harik, additional undisclosed investors","Human-collaboration AI software (""AI version of IM"") from ex-Anthropic/xAI/Google researchers. NVIDIA + Bezos + SV Angel-led $480M seed is extraordinary for a pure software seed round. NOT embodied AI/humanoid as previously stored — borderline whether this fits the physical-AI universe at all.",https://techcrunch.com/2026/01/20/humans-a-human-centric-ai-startup-founded-by-anthropic-xai-google-alums-raised-480m-seed-round/,verified,480.0,,GOOG
skild-ai,Skild AI,Robotics,Software & Simulation,Series C,venture,1400.0,14000.0,2026-01-14,14-Jan-26,Jan-26,1Q26,2026,"USA (Pittsburgh, PA)",SoftBank Group,"NVentures (NVIDIA), Macquarie Capital, Bezos Expeditions, 1789 Capital, Disruptive, Lightspeed Venture Partners, Felicis, Coatue, Sequoia Capital, Samsung, LG, Schneider, CommonSpirit, Salesforce Ventures","Pittsburgh-based universal robot foundation model company developing a general-purpose robot 'brain'. $1.4B Series C from SoftBank is the largest robotics software raise to date. Competes with Physical Intelligence, Google DeepMind Robotics, and Tesla (TSLA) in foundation models for robots. Watch for first commercial deployments and OEM licensing deals.",https://techcrunch.com/2026/01/14/robotic-software-maker-skild-ai-hits-14b-valuation/,verified,1400.0,,TSLA;GOOGL
etchedai,Etched.ai,Semiconductors,Fabless Design,Undisclosed,venture,500.0,5000.0,2026-01-14,14-Jan-26,Jan-26,1Q26,2026,"USA (San Francisco, CA)",Stripes,,"Develops transformer-specific ASIC chips (Sohu) designed to outperform general-purpose GPUs on transformer inference. $500M round led by Stripes at $5B valuation pushes total raised near $1B. Competes head-on with NVIDIA (NVDA) in AI inference and with other ASIC startups (Groq, Cerebras). High-risk/high-reward bet on transformer architecture dominance. Watch for Sohu production timeline at TSMC (TSM) 4nm and first customer benchmarks.",https://www.bloomberg.com/news/articles/2026-01-13/ai-chip-startup-etched-raises-500-million-to-take-on-nvidia,verified,1000.0,,NVDA;TSM
mytra,Mytra,Robotics,Warehouse & Logistics,Series C,venture,120.0,,2026-01-14,14-Jan-26,Jan-26,1Q26,2026,"USA (Brisbane, CA)",Avenir Growth,,"Software-defined warehouse robotics platform automating heavy material movement with climbing bots. $120M Series C led by Avenir Growth at ~$570M valuation; total raised exceeds $200M. Competes with Symbotic (SYM), AutoStore, and Exotec in warehouse ASRS. Ex-Tesla founders bring strong hardware-software integration DNA. Watch for Fortune 100 deployment scale-up and unit economics proof points.",https://fortune.com/2026/01/15/mytra-raises-120-million-series-c-scale-supply-chain-robotics/,verified,200.0,,SYM
tulip-interfaces,Tulip Interfaces,Robotics,Software & Simulation,Series D,venture,120.0,1300.0,2026-01-14,14-Jan-26,Jan-26,1Q26,2026,"USA (Somerville, MA)",Mitsubishi Electric,,"No-code frontline operations platform embedding AI into manufacturing workflows. $120M Series D led by Mitsubishi Electric at $1.3B unicorn valuation — a strategic investment signalling MHI's DX pivot. Competes with Tulip competes with Siemens (SIE GR) MES, PTC, and Rockwell (ROK) FactoryTalk. Watch for Mitsubishi Electric factory rollouts and expansion in pharma/biotech verticals.",https://tulip.co/press/tulip-secures-120m-series-d/,verified,291.0,,SIE GR;ROK
harmattan-ai,Harmattan AI,Robotics,Autonomous Systems & Drones,Series B,venture,200.0,1400.0,2026-01-12,12-Jan-26,Jan-26,1Q26,2026,France (Paris),Dassault Aviation,"FirstMark Capital, Financiere Saint James, Kima Ventures",French defense-tech company developing autonomy and mission software for combat aircraft and drones. Eur200M Series B led by Dassault Aviation positions Harmattan as France's defense-AI counterpart to Anduril/Helsing/Quantum Systems — NOT a sovereign-compute play vs hyperscalers as previously framed. Dassault strategic anchors deep aerospace integration.,https://techcrunch.com/2026/01/12/harmattan-ai-raises-200m-series-b-led-by-dassault-aviation-becomes-defense-unicorn/,verified,200.0,,NVDA
