entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
caracol,Caracol,"Italian large-format additive manufacturing company using robotic arms with proprietary extrusion to 3D-print industrial components in metal and composite. Targets aerospace, energy, and automotive customers as an alternative to CNC and casting.",Robotics,Industrial Robots,System Integration,Medium,None,Series B,venture,40.0,,2025-10-14,14-Oct-25,Oct-25,4Q25,2025,Italy (Milan),"Omnes Capital, Move Capital Fund I","CDP Venture Capital, Primo Capital SGR, Eureka! Venture SGR, Neva SGR",,"€40M Series B — Caracol is the Italian large-format additive-manufacturing bet using robotic arms with proprietary extrusion, against Relativity Space on the rocket-scale LFAM side, Stratasys (SSYS) and 3D Systems (DDD) on industrial 3D-printing, plus traditional CNC incumbents on subtractive. Omnes Capital + Move Capital lead reads as European infrastructure-deeptech alignment. Aerospace, energy, automotive are the verticals. Binary: aerospace qualification at Airbus (AIR FP) or Leonardo (LDO IM).",https://www.caracol-am.com/press-and-media/press-release/caracol-raises-40m-series-b-to-accelerate-global-scale-up-of-advanced-manufacturing-technologies
dexory,Dexory,"Builds shelf-scanning autonomous robots that map warehouse inventory in real time and reconcile against the WMS, producing a continuously updated digital twin of stock locations. Sells to logistics operators and 3PLs.",Robotics,Warehouse & Logistics,System Integration,Medium,None,Series C,venture,165.0,,2025-10-14,14-Oct-25,Oct-25,4Q25,2025,United Kingdom (London),Eurazeo (Growth),"LTS Growth, Endeavor Catalyst, DTCP, Atomico, Lakestar, Elaia, Latitude Ventures, Wave-X; Bootstrap Europe ($65M debt)",SYM,"$165M Series C — Dexory is the autonomous warehouse-inventory-tracking bet using shelf-scanning robots with real-time digital twin, against Symbotic (SYM) and Zebra Technologies (ZBRA) on warehouse-intelligence incumbents, plus Locus Robotics and Geek+ (2432 HK) on adjacent AMR-warehouse competition. Eurazeo Growth lead with Atomico, Lakestar, and DTCP plus $65M Bootstrap Europe debt is one of Europe's largest logistics-robotics rounds of 2025. Binary: US-market entry plus WMS integration before SYM consolidates the digital-twin layer.",https://sifted.eu/articles/ai-robotics-startup-dexory-raises-165m
lila-sciences,Lila Sciences,"Builds an AI-driven scientific discovery platform combining foundation models with automated laboratory experimentation for materials, chemistry, and biology research. Targets pharma and industrial R&D customers wanting closed-loop AI + lab automation.",Robotics,Software & Simulation,Software & Services,Pre-commercial,None,Series A (extension),venture,115.0,1300.0,2025-10-14,14-Oct-25,Oct-25,4Q25,2025,"USA (Cambridge, MA)",NVentures (NVIDIA),"Dauntless Ventures, Catalio Capital, Pennant Investors, IQT, Analog Devices",NVDA,"$115M Series A extension at $1.3B post — Lila is the closed-loop AI-plus-lab-automation bet against Recursion (RXRX), Schrodinger (SDGR), and Insitro on the AI-for-drug-discovery stack, plus Bruker (BRKR) and Thermo Fisher (TMO) on the lab-automation incumbent side. NVentures (NVDA) leading the extension is the structural signal — NVIDIA is anchoring bio/chem compute customer alignment. Catalio, Pennant, IQT, Analog Devices co-investing reads as multi-strategic stack. Binary: pharma partnership plus GPU-cluster integration before Series B.",https://www.hpcwire.com/off-the-wire/lila-sciences-closes-350m-series-a-with-support-from-nvidias-nventures/
vertical-semiconductor,Vertical Semiconductor,Designs vertical power semiconductor architectures for next-generation power conversion. Competes with Wolfspeed in SiC and onsemi in power management; targets EV and industrial power applications.,Semiconductors,Power & Analog,IP & Design,Pre-commercial,US_CHIPS_Act,Seed,venture,11.0,,2025-10-15,15-Oct-25,Oct-25,4Q25,2025,"USA (Boston, MA)",Playground Global,"JIMCO Technology Ventures, Milemark Capital, Shin-Etsu Chemical","WOLF, ON","$11M seed — Vertical Semiconductor is the novel-vertical-transistor bet against Wolfspeed (WOLF) on SiC and onsemi (ON) on power-management incumbents, plus Navitas (NVTS) and Infineon (IFX DE) on the broader compound-semi power stack. Playground Global lead with Shin-Etsu Chemical strategic backing reads as material-supply-chain alignment. Vertical architecture targets EV and industrial power conversion. Sub-$25M tail. Binary: first-silicon tapeout plus automotive qualification path before WOLF and ON roll equivalent structures into native roadmaps.",https://www.semiconductor-today.com/news_items/2025/oct/vertical-semiconductor-161025.shtml
starship-technologies,Starship Technologies,"Operates a fleet of autonomous six-wheeled sidewalk delivery robots in US and European cities, mainly serving college campuses and grocery delivery. Founded by Skype co-founders Ahti Heinla and Janus Friis.",Robotics,Warehouse & Logistics,System Integration,Medium,None,Series C,venture,50.0,,2025-10-15,15-Oct-25,Oct-25,4Q25,2025,Estonia (Tallinn),Plural,"Karma.vc, Latitude, Coefficient Capital, SmartCap, Skaala","AMZN, SERV","$50M Series C — Starship is the autonomous sidewalk-delivery bet against Serve Robotics (SERV) on the public-tape side and Coco Robotics, with Amazon (AMZN) Scout discontinued in 2022. Multi-city US and European deployment plus Skype-founder pedigree is the structural moat against single-city challengers. Plural lead with Karma.vc, Latitude, and Coefficient reads as growth-stage venture without crossover signal. Binary: regulatory cadence in new cities plus unit-economics inflection on campus and grocery routes.",https://www.businesswire.com/news/home/20251015387447/en/Starship-Technologies-Raises-$50M-Series-C
redwood-materials,Redwood Materials,"Recycles end-of-life lithium-ion batteries and manufactures battery materials, including anode copper foil and cathode active materials, from the recovered metals. Operating plants in Nevada and South Carolina supply both EV battery makers and grid storage customers, positioned as a domestic alternative to Chinese cathode/anode supply chains.",Materials,Battery Materials,Upstream Materials,High,US_Critical_Minerals_List;US_DOE_LPO_Eligible,Series E,venture,350,,2025-10-23,23-Oct-25,Oct-25,4Q25,2025,"USA (Carson City, NV)",Eclipse Ventures,,,"$350M Series E at $6B — Redwood is the closed-loop battery-recycling-plus-cathode/anode bet against Li-Cycle (LICY) and Ascend Elements on recycling, plus POSCO Future M (003670 KS) and Sumitomo Metal Mining (5713 JP) on materials supply. Ex-Tesla CTO JB Straubel pedigree plus Nevada and South Carolina plants make Redwood the domestic anti-China cathode/anode bet. Eclipse Ventures lead reads as deeptech conviction. AI-data-center grid-storage is the new tailwind. Binary: hitting Nevada and SC production targets before LICY recovers operational footing.",https://www.redwoodmaterials.com/news/redwood-announces-350-million-series-e-funding/
substrate,Substrate,"Develops novel semiconductor manufacturing equipment for next-generation chip architectures. Competes with ASML, Applied Materials, and Lam Research in fab tools.",Semiconductors,Equipment,Capital Equipment,Pre-commercial,US_CHIPS_Act,Series A,venture,100.0,1000.0,2025-10-28,28-Oct-25,Oct-25,4Q25,2025,"USA (San Francisco, CA)","Founders Fund, General Catalyst","Allen & Company, Long Journey Ventures, Valor Equity Partners, In-Q-Tel","ASML, AMAT, LRCX","$100M Series A at $1.0B post — Substrate is the novel semiconductor manufacturing-equipment bet against ASML (ASML), Applied Materials (AMAT), Lam Research (LRCX), and KLA (KLAC) on the fab-tools incumbent stack, plus Tokyo Electron (8035 JP). Equipment-stage unicorn at Series A signals deeptech conviction. Founders Fund + General Catalyst co-leading with Valor and In-Q-Tel reads as defense-and-frontier-capital alignment. Binary: first-tool installation at a leading-edge foundry before incumbents extend roadmaps.",https://siliconangle.com/2025/10/28/substrate-raises-100m-impossible-reinvent-chipmaking-industry/
endurosat,EnduroSat,"Bulgarian satellite platform provider offering modular smallsat buses, in-orbit services, and turnkey mission delivery. Competes with York Space Systems and other commercial smallsat manufacturers.",Space,Satellite Communications,Deployment & Operation,Medium,None,Series B,venture,104.0,,2025-10-30,30-Oct-25,Oct-25,4Q25,2025,Bulgaria (Sofia),"Riot Ventures, Google Ventures, Lux Capital","European Innovation Council Fund, Shrug Capital",,"$104M Series B — EnduroSat is the Bulgarian modular smallsat-bus bet against York Space Systems, Terran Orbital (now part of Lockheed Martin, LMT), and Apex on the bus-productization side, plus Rocket Lab (RKLB) on the vertically integrated smallsat reference. Riot + Google Ventures + Lux Capital co-leading is one of the most concentrated international-deeptech syndicates for Bulgarian tech. Modular plus in-orbit services is the differentiator. Binary: ESA or commercial constellation contract converting before Apex and Terran/Lockheed lock the western market.",https://spacenews.com/endurosat-raises-104-million-to-scale-production-of-larger-small-satellites/
catalyx-space,Catalyx Space,Indian space situational awareness startup providing orbital debris tracking and space sustainability services. Competes with LeoLabs and ExoAnalytic in SSA.,Space,In-Orbit Services,Deployment & Operation,Pre-commercial,None,Seed,venture,5.4,,2025-10-30,30-Oct-25,Oct-25,4Q25,2025,India (Ahmedabad),Outlander VC,"Arka Venture Labs, Together Fund, Higher Life Ventures, Nivesha Ventures, HF0 Residency, Techstars",,"$5.4M seed — Catalyx is the Indian space-situational-awareness bet against LeoLabs, ExoAnalytic Solutions, and Slingshot Aerospace on the SSA-incumbent stack, with Kratos (KTOS) on broader space-domain-awareness primes. Outlander VC + Arka Venture Labs leading reads as US-India deeptech bridge capital. Sub-$25M tail by an order of magnitude. Binary: ISRO or DoD SSA-contract conversion plus international expansion before LeoLabs consolidates commercial SSA globally.",https://www.businesswire.com/news/home/20251030644759/en/Catalyx-Space-Secures-$5.4-Million-Seed-Round
constellr,constellr,"German thermal-infrared earth observation startup operating satellites that measure land-surface temperature for agriculture, water-stress monitoring, and infrastructure. Selected as a contractor on the EU Copernicus thermal-imaging mission.",Space,Earth Observation,Deployment & Operation,Pre-commercial,None,Series A,venture,44,,2026-02-10,10-Feb-26,Feb-26,1Q26,2026,Germany,"Alpine Space Ventures, Lakestar",,,"EU Copernicus contractor status is the structural moat — being inside the European institutional EO program creates recurring sovereign demand that purely commercial thermal-IR operators lack. Comp set: SatVu (UK) on thermal-IR video, Hydrosat (US) on water-stress applications, OroraTech on wildfire-focused thermal, Planet (PL) and BlackSky (BKSY) as the broad listed EO peers. Defense-grade thermal positioning is the new pitch — pivot from agriculture-led TAM towards dual-use revenue is the bet.",https://www.constellr.com/article/constellr-secures-eu37-million-series-a-funding-to-deliver-defence-grade-thermal-intelligence
mimic-robotics,mimic robotics,Swiss developer of humanoid manipulation platforms using imitation learning to teach robotic arms dexterous tasks. Competes with Physical Intelligence and Covariant in learned manipulation.,Robotics,Motion Control & Actuators,Components & Subsystems,Pre-commercial,None,Seed,venture,16.0,,2025-11-03,03-Nov-25,Nov-25,4Q25,2025,Switzerland (Zurich),"Elaia, Speedinvest","Founderful, 1st Kind, 10x Founders, 2100 Ventures, Sequoia Scout Fund",,"$16M seed — mimic robotics is the Swiss imitation-learning manipulation bet against Physical Intelligence, Covariant, and Skild AI on the learned-manipulation foundation-model side, with NVIDIA (NVDA) Isaac and ABB (ABB) on industrial-robot incumbents. Elaia + Speedinvest co-leading with Founderful and Sequoia Scout Fund reads as European deeptech alignment. Sub-$25M tail. Binary: first commercial manufacturing deployment before Physical Intelligence's pi-0 consolidates imitation-learning manipulation.",https://www.globenewswire.com/news-release/2025/11/03/3179052/0/en/mimic-robotics-raises-16-million.html
infravision,Infravision,Develops aerial and ground robots for inspecting industrial infrastructure including power lines and pipelines. Sells to utilities and oil and gas operators for autonomous monitoring of distributed assets.,Robotics,Autonomous Systems & Drones,System Integration,Medium,US_DPA_Title_III,Series B,venture,91.0,,2025-11-03,03-Nov-25,Nov-25,4Q25,2025,"USA (Austin, TX)",GIC,"Activate Capital, Hitachi Ventures, Energy Impact Partners",,"$91M Series B from GIC — Infravision is the AI infrastructure-inspection bet using aerial and ground robots for utilities and pipelines, against Skydio and Percepto on drone-based inspection, plus Gecko Robotics on the broader industrial-inspection robotics side. GIC (Singapore sovereign) lead with Hitachi Ventures, Activate Capital, and Energy Impact Partners reads as institutional-and-strategic capital aligned with utility customer pull-through. Binary: oil & gas plus utility enterprise contracts converting before Skydio captures the same channel.",https://www.businesswire.com/news/home/20251103251689/en/Infravision-Raises-$91-Million-Series-B
reflex-aerospace,Reflex Aerospace,German smallsat manufacturer building standardized satellite buses for constellation operators. Competes with Airbus OneWeb Satellites and York Space Systems on serial production of medium-class satellites.,Space,Satellite Communications,Deployment & Operation,Pre-commercial,None,Series A,venture,55.0,,2025-11-04,04-Nov-25,Nov-25,4Q25,2025,Germany (Berlin),Human Element,"Alpine Space Ventures, Bayern Kapital, HTGF, Renovatio Financial Investments",,"€55M Series A — Reflex is the German standardized-smallsat-bus bet against Airbus (AIR FP) OneWeb Satellites and York Space Systems on serial-production buses, plus Apex, EnduroSat, and Rocket Lab (RKLB) on the broader bus-productization cohort. Human Element lead with Alpine Space Ventures, Bayern Kapital, and HTGF reads as German aerospace deeptech alignment. Binary: first satellite delivery plus constellation-operator commitment before Apex and EnduroSat lock the medium-class serial-production category.",https://spacenews.com/reflex-aerospace-raises-50-million-euros/
