entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
lidwave,Lidwave,"Israeli developer of 4D LiDAR-on-chip products using proprietary Finite Coherent Ranging. Integrates laser, amplifier, and receiver on a single chip; competes with Aeva and other coherent LiDAR startups.",Semiconductors,Machine Vision & Sensors,,,None,Seed,venture,10.0,,2024-10-14,14-Oct-24,Oct-24,4Q24,2024,Israel (Jerusalem),"Jumpspeed Ventures, Next Gear Ventures","Sapir Venture Partners, OurCrowd, Teramips Technologies, Beyond-Electronics, Howard Morgan (MFCIF), Israel Innovation Authority",AEVA,4D LiDAR-on-chip with proprietary Finite Coherent Ranging — single-chip integration of laser/amplifier/receiver. Pure-play sensor semis play; competitive vs Aeva (AEVA) and other coherent lidar startups.,https://siliconangle.com/2024/10/14/lidar-chip-startup-lidwave-closes-10m-investment/
dolphin-semiconductor,Dolphin Semiconductor,"French designer of mixed-signal semiconductor IP, including power management and audio IP cores. Carved out of Dolphin Design with Jolt Capital ownership; licenses IP to chip designers and ODMs.",Semiconductors,EDA & IP,,,EU_Chips_Act,Strategic,strategic_corporate,28.0,,2024-11-05,5-Nov-24,Nov-24,4Q24,2024,France (Meylan),Jolt Capital,,,"Carve-out of Dolphin Design's mixed-signal IP (power management + audio IP, ~60% of legacy revenue) into newly-created Dolphin Semiconductor; €26M committed by Jolt Capital. M&A-style transaction structured as growth investment.",https://www.jolt-capital.com/news/jolt-capital-buys-and-invests-in-dolphin-designs-carved-out-mixed-signal-ip-activities
WOLF,Wolfspeed,"Manufactures silicon carbide (SiC) power semiconductors and wafers for electric vehicles, industrial, and energy applications. Operates one of the largest 200mm SiC fabs in Mohawk Valley, NY; public on NYSE (WOLF) and emerged from a 2025 Chapter 11 restructuring.",Semiconductors,Silicon & Substrates,,,US_CHIPS_Act,Debt Financing,debt,750.0,,2024-10-15,15-Oct-24,Oct-24,4Q24,2024,"USA (Durham, NC)",Apollo Global Management,"The Baupost Group, Fidelity Management & Research, Capital Group",,Senior notes in three tranches; $250M available within 10 business days. Companion to CHIPS Act PMT — both sides bridge SiC capacity build but Wolfspeed's subsequent bankruptcy in 2025 underscored thin margins in commodity SiC. Public co (NYSE: WOLF).,https://www.wolfspeed.com/company/news-events/news/wolfspeed-announces-750m-in-proposed-funding-from-us-chips-act-and-additional-750m-from-investment-group-led-by-apollo-galvanizing-global-leadership-in-delivering-next-generation-silicon-carbide/
GFS,GlobalFoundries,"Mature-node specialty foundry producing chips for automotive, defense, IoT, and communications applications. Public on NASDAQ (GFS); operates fabs in New York, Vermont, Germany, and Singapore.",Semiconductors,Foundry,,,US_CHIPS_Act,Government investment,government,1500.0,,2024-11-20,20-Nov-24,Nov-24,4Q24,2024,"USA (Malta, NY)",U.S. Department of Commerce (CHIPS Act),,,"Final binding award. Catalyzes >$13B GF investment across NY and Vermont. Direct, finalized award (not PMT) — CHIPS Act execution risk minimal. Supports auto/defense/IoT mature-node capacity. Public co (NASDAQ: GFS).",https://www.commerce.gov/news/press-releases/2024/11/biden-harris-administration-announces-chips-incentives-award
INTC,Intel,"Designs and manufactures CPUs, AI accelerators, and other semiconductors, and operates Intel Foundry to provide leading-edge fabrication services to external customers. Public on NASDAQ (INTC); CHIPS Act awards including a Secure Enclave program for US government and defense use.",Semiconductors,Foundry,,,US_CHIPS_Act,Government investment,government,7865.0,,2024-11-26,26-Nov-24,Nov-24,4Q24,2024,"USA (Santa Clara, CA)",U.S. Department of Commerce (CHIPS Act),,,Finalized award. Lower than initial March 2024 $8.5B PMT due to $3B Secure Enclave DoD contract carve-out. Supports Intel's $100B+ U.S. investment across AZ/NM/OH/OR. Largest single CHIPS finalized award to date. Public co (NASDAQ: INTC).,https://www.commerce.gov/news/press-releases/2024/11/biden-harris-administration-announces-chips-incentives-award-intel
bae-electronic-systems,BAE Systems Electronic Systems,"Operates a DoD-accredited 6-inch GaAs and GaN HEMT compound semiconductor foundry in Nashua, New Hampshire for defense electronics. Subsidiary of BAE Systems (LSE: BA.).",Semiconductors,Foundry,,,US_CHIPS_Act,Government investment,government,35.5,,2024-11-26,26-Nov-24,Nov-24,4Q24,2024,"USA (Nashua, NH)",U.S. Department of Commerce (CHIPS Act),,,Finalized. Modernization of DoD-accredited 6-inch GaAs/GaN HEMT foundry. Strategic for defense electronics supply chain — small dollar amount but high national-security signaling. Subsidiary of BAE (LSE: BA.).,https://www.commerce.gov/news/press-releases/2024/11/biden-harris-administration-announces-chips-incentives-awards-bae
MU,Micron Technology,"Manufactures DRAM and NAND flash memory, including high-bandwidth memory (HBM) for AI accelerators. Public on NASDAQ (MU); only at-scale US-domestic DRAM producer, with planned fabs in Idaho and New York.",Semiconductors,Foundry,,,US_CHIPS_Act,Government investment,government,6165.0,,2024-12-10,10-Dec-24,Dec-24,4Q24,2024,"USA (Boise, ID)",U.S. Department of Commerce (CHIPS Act),,,Finalized. $4.6B for NY fab + $1.5B for Idaho fab. First DRAM finalized award — critical for HBM/AI memory onshoring; only domestic US DRAM producer at scale. Public co (NASDAQ: MU).,https://www.commerce.gov/news/press-releases/2024/12/department-commerce-awards-chips-incentives-micron-idaho-and-new-york
6488 TT,GlobalWafers,"Taiwan-based manufacturer of 300mm and 200mm silicon wafers and silicon-on-insulator (SOI) wafers for the semiconductor industry. Public on TPE (6488); building the first US high-volume 300mm wafer facility in Sherman, Texas and an SOI wafer plant in St. Peters, Missouri.",Semiconductors,Silicon & Substrates,,,US_CHIPS_Act,Government investment,government,406.0,,2024-12-17,17-Dec-24,Dec-24,4Q24,2024,"USA (Sherman, TX)",U.S. Department of Commerce (CHIPS Act),,,"Finalized. $380M for first US high-volume 300mm Si wafer facility (Sherman, TX) + supplemental for SOI wafer plant (St. Peters, MO). Closes critical wafer-supply gap — US currently imports nearly all 300mm wafers. Public co (TPE: 6488).",https://www.commerce.gov/news/press-releases/2024/12/biden-harris-administration-announces-chips-incentives-awards
000660 KS,SK hynix,"Korean memory manufacturer producing DRAM, NAND flash, and high-bandwidth memory (HBM). Public on KRX (000660); building its first US HBM packaging plant in West Lafayette, Indiana paired with R&D at Purdue.",Semiconductors,OSAT / Packaging & Test,,,US_CHIPS_Act,Government investment,government,458.0,,2024-12-19,19-Dec-24,Dec-24,4Q24,2024,"USA (West Lafayette, IN)",U.S. Department of Commerce (CHIPS Act),,,Finalized. Plus up to $500M loan. First US HBM packaging plant + R&D facility with Purdue. Plugs critical hole in US AI memory supply chain (TSMC currently does HBM packaging in Taiwan). Public co (KRX: 000660).,https://www.commerce.gov/news/press-releases/2024/12/biden-harris-administration-announces-chips-incentives-award-sk-hynix
005930 KS,Samsung Electronics,"Korean conglomerate producing memory (DRAM, NAND), logic chips (foundry services), displays, and consumer electronics. Public on KRX (005930); operates Samsung Foundry with planned leading-edge fabs in Taylor, Texas and Austin.",Semiconductors,Foundry,,,US_CHIPS_Act,Government investment,government,4745.0,,2024-12-20,20-Dec-24,Dec-24,4Q24,2024,"USA (Taylor, TX)",U.S. Department of Commerce (CHIPS Act),,,Finalized. Cut from $6.4B PMT after Samsung trimmed Taylor investment to $37B (from $44B). Two leading-edge fabs + R&D fab + Austin expansion. Cutbacks signal tempered enthusiasm for US foundry economics. Public co (KRX: 005930).,https://www.commerce.gov/news/press-releases/2024/12/biden-harris-administration-announces-chips-incentives-award-samsung
TXN,Texas Instruments,"Designs and manufactures analog, embedded, and mixed-signal semiconductors. Public on NASDAQ (TXN); operates three 300mm wafer fabs in Texas and Utah supporting more than $18B of capex for mature-node analog production.",Semiconductors,Power & Analog,,,US_CHIPS_Act,Government investment,government,1610.0,,2024-12-20,20-Dec-24,Dec-24,4Q24,2024,"USA (Dallas, TX)",U.S. Department of Commerce (CHIPS Act),,,Finalized. Three 300mm wafer fabs (TX + Utah) supporting >$18B capex. Mature-node analog/mixed-signal capacity — direct response to China overcapacity in mature nodes. Public co (NASDAQ: TXN).,https://www.commerce.gov/news/press-releases/2024/12/biden-harris-administration-announces-chips-incentives-award-texas
AMKR,Amkor Technology,"Outsourced semiconductor assembly and test (OSAT) services provider. Public on NASDAQ (AMKR); building a greenfield $2B advanced packaging and test facility in Peoria, Arizona, co-located near TSMC AZ.",Semiconductors,OSAT / Packaging & Test,,,US_CHIPS_Act,Government investment,government,407.0,,2024-12-09,9-Dec-24,Dec-24,4Q24,2024,"USA (Peoria, AZ)",U.S. Department of Commerce (CHIPS Act),,,"Finalized. Greenfield $2B advanced packaging/test facility in Peoria, AZ — co-located near TSMC AZ fab. Major OSAT onshoring for US-made advanced packaging supporting AI/HPC. Public co (NASDAQ: AMKR).",https://www.commerce.gov/news/press-releases/2024/12/biden-harris-administration-announces-chips-incentives-award-amkor
absolics,Absolics,"SKC affiliate building glass-substrate advanced packaging facilities in Covington, Georgia. Glass substrates are an emerging alternative to organic substrates for AI and HPC chips, tracking Intel's glass substrate roadmap.",Semiconductors,OSAT / Packaging & Test,,,US_CHIPS_Act,Government investment,government,75.0,,2024-12-05,5-Dec-24,Dec-24,4Q24,2024,"USA (Covington, GA)",U.S. Department of Commerce (CHIPS Act),,,Finalized. SKC affiliate. Glass-substrate advanced packaging (an emerging alternative to organic substrates for AI/HPC chips). Strategically tracks Intel's glass-substrate roadmap.,https://www.commerce.gov/news/press-releases/2024/12/biden-harris-administration-announces-chips-incentives-awards-absolics
ENTG,Entegris,Supplies liquid filtration products and FOUPs (front-opening unified pods for wafer handling) and other consumables and equipment to semiconductor fabs. Public on NASDAQ (ENTG); expanding US manufacturing capacity.,Semiconductors,Equipment,,,US_CHIPS_Act,Government investment,government,77.0,,2024-12-05,5-Dec-24,Dec-24,4Q24,2024,"USA (Colorado Springs, CO)",U.S. Department of Commerce (CHIPS Act),,,Finalized. Liquid filtration products + FOUPs (wafer-handling pods) — semicap consumables/equipment supply chain. Modest dollar size; strategic for materials/equipment localization. Public co (NASDAQ: ENTG).,https://www.commerce.gov/news/press-releases/2024/12/biden-harris-administration-announces-chips-incentives-awards-absolics
physical-intelligence,Physical Intelligence,Develops vision-language-action (VLA) foundation models that let general-purpose robots perform physical tasks from natural-language instructions. Sells the underlying control models to robot OEMs and integrators rather than building robots itself.,Robotics,Software & Simulation,,,None,Series A,venture,400,2400,2024-11-04,4-Nov-24,Nov-24,4Q24,2024,"USA (San Francisco, CA)","Jeff Bezos, Lux Capital, Thrive Capital","OpenAI, BOND, Redpoint Ventures",NVDA,Foundation model play for general-purpose robotics; reached unicorn status months after founding. Investor list (OpenAI + Bezos + Lux/Thrive) signals belief that physical-AI is the next foundation-model frontier.,https://www.therobotreport.com/physical-intelligence-raises-400m-for-foundation-models-for-robotics/
skydio,Skydio,"Manufactures autonomous drones for public safety, defense, and industrial inspection, with onboard AI for obstacle avoidance and tracking. Sunset its consumer drone line in 2023 to focus on enterprise and government customers; more than half of its pipeline is defense-related.",Robotics,Autonomous Systems & Drones,,,US_DPA_Title_III,Series E (extension),venture,170,,2024-11-15,15-Nov-24,Nov-24,4Q24,2024,"USA (San Mateo, CA)","KDDI, Axon","NVIDIA, Andreessen Horowitz, Linse Capital, IVP, Next47",,"Extension to 2023 Series E with strategic Japanese telco (KDDI ~$60M for 1,000 deployment locations) and Axon. >50% of $1.2B pipeline is defense — public-safety drone player de-risked by sunsetting consumer line in 2023.",https://techcrunch.com/2024/11/15/drone-manufacturer-skydio-raises-170-million-extension-round/
nimble-robotics,Nimble Robotics,"Operates a robotic third-party logistics (3PL) fulfillment stack — AI-powered pick robots running inside its own warehouses for e-commerce customers. Strategic partner with FedEx, which has integrated Nimble into FedEx Fulfillment.",Robotics,Warehouse & Logistics,,,None,Series C,venture,106,1000,2024-10-23,23-Oct-24,Oct-24,4Q24,2024,"USA (San Francisco, CA)",FedEx,Cedar Pine,,Strategic round led by FedEx with simultaneous commercial agreement to scale FedEx Fulfillment on Nimble's 3PL stack — strong customer-led validation but raises lock-in concentration risk. Reached $1B valuation.,https://www.businesswire.com/news/home/20241023998446/en/Nimble-Closes-106-Million-Series-C-Funding-Round-Scales-Fully-Autonomous-Fulfillment-with-FedEx
capstan-medical,Capstan Medical,"Develops a catheter-based robotic platform for transcatheter structural heart valve replacement, including mitral valve procedures. Completed first-in-human robotic mitral valve replacements ahead of pivotal trials.",Robotics,Surgical & Medical,,,None,Series C,venture,110,,2024-12-03,3-Dec-24,Dec-24,4Q24,2024,"USA (Santa Cruz, CA)",Eclipse Ventures,"Gideon Strategic Partners, Yu Galaxy, Intuitive Ventures",,Catheter-based robotic platform for structural heart valve replacement; Intuitive Ventures participation suggests da Vinci ecosystem alignment ahead of pivotal trials. Completed first-in-human robotic mitral valve replacements shortly after.,https://www.prnewswire.com/news-releases/capstan-medical-secures-110m-to-bring-first-of-its-kind-robotics-technology-to-heart-disease-patients-302328414.html
